CODE;PRODUCTO;TIPO_CARROCERIA;COMBUSTIBLE;Potencia_;TRANS;FORMA_PAGO;ESTADO_CIVIL;GENERO;OcupaciOn;PROVINCIA;Campanna1;Campanna2;Campanna3;Zona _Renta;REV_Garantia;Averia_grave;QUEJA_CAC;EDAD_COCHE;COSTE_VENTA;km_anno;Mas_1_coche;Revisiones;Edad Cliente;Tiempo
CLI36669;D;TIPO1;FUEL 2;Media;M;Financiera Marca;OTROS;M;Empresa;Vizcaya;SI;NO;NO;Alto;SI;Averia muy grave;SI;9.37;0;5939;1;4;53;3
CLI8584;B;TIPO6;FUEL 1;Media;M;Financiera Banco;CASADO;F;Empresa;Murcia;SI;NO;NO;Medio-Bajo;SI;No;NO;7.34;1373;22750;0;7;45;0
CLI9033;B;TIPO1;FUEL 2;Media;M;Contado;SOLTERO;F;Empresa;Asturias;NO;NO;NO;Medio-Bajo;SI;No;SI;7.96;1588;11701;0;5;62;0
CLI54296;I;TIPO7;FUEL 1;Alta;M;Contado;CASADO;M;Empresa;Navarra;NO;NO;NO;NA;NO DATA;No;NO;1.29;1829;0;0;0;61;0
CLI24287;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Funcionario;Gerona;NO;NO;NO;Alto;NO DATA;Averia grave;NO;9.11;828;17262;1;8;44;6
CLI28975;H;TIPO7;FUEL 1;Media;M;Contado;OTROS;M;Empresa;Gerona;NO;NO;NO;NA;NO DATA;No;NO;1.24;1317;0;0;1;39;0
CLI55914;I;TIPO7;FUEL 2;Media;A;Contado;OTROS;M;Empresa;Gerona;NO;NO;NO;Alto;NO DATA;No;NO;1.79;1829;0;0;2;31;0
CLI32843;J;TIPO7;FUEL 2;Alta;M;Financiera Banco;CASADO;M;Autonomo;Barcelona;NO;NO;NO;NA;NO DATA;Averia grave;NO;5.43;4057;7504;0;4;50;0
CLI31370;J;TIPO7;FUEL 2;Alta;M;Contado;CASADO;M;Empresa;Alicante;NO;SI;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;7.45;0;10026;0;4;58;0
CLI22086;A;TIPO1;FUEL 2;Baja;M;Financiera Banco;SOLTERO;F;Empresa;Madrid;NO;NO;NO;Alto;NO DATA;Averia muy grave;SI;6.69;4077;16159;0;7;50;0
CLI39055;D;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Valladolid;NO;NO;NO;Medio;NO DATA;No;NO;5.02;4975;10033;0;4;52;0
CLI25504;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;M;Empresa;Baleares;NO;NO;NO;Alto;NO DATA;No;NO;9.26;414;12875;1;7;40;5
CLI21023;C;TIPO4;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Pontevedra;SI;SI;NO;Alto;SI;Averia grave;SI;6.09;3527;24815;0;6;60;0
CLI50799;I;TIPO7;FUEL 2;Media;M;Contado;EN PAREJA;M;Empresa;Barcelona;NO;NO;NO;NA;NO DATA;No;NO;1.46;1903;0;0;0;33;0
CLI17084;B;TIPO1;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Barcelona;NO;NO;NO;Alto;NO DATA;No;NO;1.87;2510;0;0;1;38;0
CLI709;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;M;Empresa;Madrid;NO;NO;SI;NA;NO DATA;No;NO;1.62;2169;0;0;1;21;0
CLI40055;D;TIPO6;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;Medio;SI;Averia muy grave;SI;4.03;2708;22560;0;2;44;0
CLI53823;I;TIPO7;FUEL 1;Alta;M;Otros;CASADO;M;Empresa;Madrid;NO;NO;NO;NA;NO DATA;No;NO;1.6;1829;0;0;1;24;0
CLI28867;H;TIPO7;FUEL 1;Media;M;Contado;CASADO;F;Empresa;Zamora;NO;NO;NO;NA;NO DATA;No;NO;1.36;1317;0;0;0;40;0
CLI55684;I;TIPO7;FUEL 2;Media;A;Financiera Marca;CASADO;M;Empresa;Guipuzcua;NO;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;4.05;2184;26244;0;2;51;0
CLI8269;B;TIPO6;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;Alto;SI;No;NO;8.18;1684;5066;1;7;59;4
CLI2099;B;TIPO6;FUEL 1;Media;M;Financiera Marca;CASADO;M;Empresa;Salamanca;SI;NO;NO;Alto;NO DATA;No;SI;2.25;2064;0;1;1;28;4
CLI25197;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;Medio;NO DATA;Averia muy grave;SI;9.56;841;5182;0;8;26;0
CLI24165;A;TIPO1;FUEL 2;Baja;M;Contado;CASADO;F;Empresa;Madrid;NO;SI;NO;Medio;NO DATA;Averia muy grave;SI;7.93;1277;15407;0;8;42;0
CLI30695;J;TIPO7;FUEL 2;Alta;M;Contado;CASADO;M;Funcionario;Pontevedra;SI;SI;NO;Alto;NO DATA;Averia muy grave;SI;7.68;1459;21165;0;5;49;0
CLI16854;B;TIPO1;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Barcelona;SI;NO;NO;Alto;NO DATA;No;SI;2.27;4935;0;1;1;63;7
CLI51049;I;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;F;Empresa;Asturias;SI;NO;SI;NA;NO DATA;No;NO;1.25;2648;0;0;0;23;0
CLI4197;B;TIPO6;FUEL 2;Media;M;Contado;SOLTERO;M;Empresa;Salamanca;NO;NO;NO;NA;NO DATA;Averia muy grave;SI;8.44;5049;17989;0;6;40;0
CLI41991;D;TIPO8;FUEL 2;Media;A;Contado;CASADO;M;Funcionario;Alicante;NO;NO;NO;NA;NO DATA;No;NO;1.69;2561;0;0;1;48;0
CLI19343;C;TIPO4;FUEL 2;Media;M;Otros;CASADO;F;Empresa;Pontevedra;SI;NO;NO;Medio-Bajo;NO DATA;No;SI;9.64;2751;22894;0;4;60;0
CLI24668;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Baleares;SI;NO;NO;Alto;SI;No;NO;8.19;1233;5246;0;6;56;0
CLI36772;D;TIPO1;FUEL 2;Media;M;Contado;SOLTERO;M;Funcionario;Madrid;NO;NO;NO;Medio;SI;Averia muy grave;SI;9.4;0;27534;0;7;38;0
CLI8236;B;TIPO6;FUEL 1;Media;M;Contado;CASADO;F;Empresa;Barcelona;NO;NO;NO;Medio;NO DATA;Averia leve;NO;8.26;1233;17193;0;4;61;0
CLI47570;I;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Barcelona;SI;NO;NO;Alto;SI;Averia muy grave;SI;2.58;2799;17179;0;2;57;0
CLI53358;I;TIPO7;FUEL 1;Alta;M;Contado;CASADO;F;Empresa;Madrid;NO;NO;NO;Alto;NO DATA;No;NO;1.83;1829;0;1;2;68;3
CLI8282;B;TIPO6;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Sevilla;NO;NO;NO;Medio;NO DATA;No;SI;8.01;1684;5747;0;7;58;0
CLI32039;J;TIPO7;FUEL 2;Alta;M;Financiera Banco;CASADO;M;Empresa;Huelva;NO;NO;NO;Medio-Bajo;SI;No;SI;6.09;0;23197;0;2;45;0
CLI54180;I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;M;Empresa;Barcelona;NO;NO;SI;NA;NO DATA;No;NO;1.43;2574;0;0;0;24;0
CLI22611;A;TIPO1;FUEL 1;Baja;M;Otros;SOLTERO;M;Autonomo;Santa Cruz de Tenerife;NO;NO;NO;NA;SI;No;NO;7.5;2024;20594;0;6;37;0
CLI1656;B;TIPO1;FUEL 1;Baja;M;Otros;CASADO;M;Empresa;Asturias;NO;NO;NO;Alto;SI;No;NO;2.6;1750;13784;0;1;44;0
CLI27178;A;TIPO1;FUEL 1;Baja;M;Financiera Banco;OTROS;F;Empresa;Gerona;SI;NO;NO;Medio;NO DATA;No;NO;4.19;3380;0;0;3;26;0
CLI11892;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Lacoruna;NO;NO;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;7.6;1525;21011;0;6;52;0
CLI10299;B;TIPO1;FUEL 1;Media;M;Otros;SOLTERO;M;Empresa;Ciudad Real;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;7.6;2686;8176;0;4;48;0
CLI48019;I;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Baleares;SI;NO;SI;Alto;SI;No;NO;2.39;3682;17849;1;1;51;9
CLI47252;I;TIPO7;FUEL 2;Media;M;Otros;SOLTERO;M;Empresa;Orense;SI;NO;NO;Alto;SI;Averia grave;SI;2.64;1903;12544;1;2;37;6
CLI14038;B;TIPO6;FUEL 1;Media;M;Financiera Marca;SOLTERO;M;Empresa;Huesca;SI;NO;NO;Medio-Bajo;SI;No;SI;3.36;2464;10100;0;1;44;0
CLI53069;I;TIPO7;FUEL 1;Alta;M;Contado;CASADO;M;Empresa;Barcelona;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;2.1;1829;0;0;0;60;0
CLI46216;I;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;F;Empresa;Madrid;SI;NO;NO;NA;SI;Averia muy grave;SI;2.92;2799;21698;0;1;47;0
CLI24172;A;TIPO1;FUEL 2;Baja;M;Contado;SOLTERO;F;Empresa;La Rioja;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;7.93;1233;6701;0;6;54;0
CLI53787;I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;F;Empresa;Alicante;NO;NO;SI;NA;NO DATA;No;NO;1.68;2574;0;0;1;44;0
CLI23871;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;M;Empresa;Barcelona;NO;NO;NO;Alto;NO DATA;Averia muy grave;SI;9.69;353;12443;0;7;39;0
CLI18527;C;TIPO4;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Sevilla;SI;NO;NO;NA;SI;Averia muy grave;SI;8.79;2287;10278;0;5;44;0
CLI14611;B;TIPO1;FUEL 1;Media;M;Financiera Marca;CASADO;F;Empresa;Barcelona;SI;NO;NO;Alto;SI;No;NO;3.73;2615;6148;0;2;40;0
CLI55444;I;TIPO7;FUEL 2;Media;M;Financiera Marca;SOLTERO;F;Empresa;Pontevedra;SI;NO;SI;NA;NO DATA;No;NO;1.74;4689;0;1;0;21;6
CLI7737;B;TIPO6;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Granada;NO;NO;NO;Alto;NO DATA;Averia muy grave;SI;8.05;1713;8697;0;4;58;0
CLI15722;B;TIPO6;FUEL 2;Media;M;Otros;SOLTERO;M;Empresa;Orense;NO;NO;NO;NA;SI;No;NO;1.79;5145;49472;1;1;38;8
CLI25515;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Barcelona;SI;NO;NO;NA;SI;No;NO;9.12;0;13257;0;9;41;0
CLI6268;B;TIPO1;FUEL 2;Media;M;Otros;SOLTERO;M;Empresa;Sevilla;NO;NO;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;9.52;1144;11344;0;6;43;0
CLI31155;J;TIPO7;FUEL 2;Alta;M;Contado;CASADO;M;Empresa;Malaga;SI;NO;NO;Medio;SI;Averia muy grave;SI;7.57;1380;10443;1;4;45;5
CLI5626;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;F;Empresa;Alicante;NO;NO;NO;NA;SI;Averia muy grave;SI;8.81;3259;14451;0;9;55;0
CLI40262;D;TIPO6;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Guadalajara;SI;NO;SI;Alto;SI;Averia grave;SI;2.81;3422;26703;1;2;47;10
CLI14686;B;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Madrid;SI;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;3.28;1750;29514;0;3;41;0
CLI14327;B;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Murcia;SI;NO;NO;NA;SI;No;NO;3.79;3453;8880;1;2;43;7
CLI16265;B;TIPO1;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Teruel;NO;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;2.98;2510;14961;0;2;59;0
CLI21689;C;TIPO4;FUEL 2;Media;M;Financiera Marca;SOLTERO;F;Empresa;Gerona;SI;NO;NO;Medio;SI;No;NO;2.51;9748;18794;1;2;55;10
CLI48571;I;TIPO7;FUEL 2;Media;M;Contado;CASADO;F;Empresa;Valencia;NO;NO;NO;NA;NO DATA;No;NO;2.35;1903;0;0;2;38;0
CLI4829;B;TIPO6;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;Medio;NO DATA;Averia muy grave;SI;8.52;552;16810;0;7;57;0
CLI49643;I;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Murcia;NO;NO;SI;NA;NO DATA;No;NO;1.5;2648;0;0;0;26;0
CLI15017;B;TIPO1;FUEL 1;Media;M;Financiera Marca;CASADO;M;Empresa;Cantabria;SI;NO;NO;Alto;SI;No;NO;3.01;2464;12949;0;2;55;0
CLI26377;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Baleares;NO;NO;NO;Medio;SI;Averia muy grave;SI;9.59;1380;1643;1;7;48;3
CLI45281;I;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Murcia;SI;NO;NO;NA;SI;Averia grave;NO;3.61;2988;12367;0;3;48;0
CLI36926;D;TIPO1;FUEL 1;Media;M;Otros;SOLTERO;M;Empresa;Madrid;NO;NO;NO;Medio;SI;No;SI;9.04;0;9863;1;7;51;4
CLI36700;D;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;Alto;SI;Averia muy grave;SI;9.41;0;21209;1;7;41;6
CLI14758;B;TIPO1;FUEL 1;Media;M;Otros;CASADO;M;Empresa;Zaragoza;NO;SI;NO;Medio;SI;No;NO;3.55;1750;14952;0;2;48;0
CLI32111;J;TIPO7;FUEL 2;Alta;M;Contado;;;Empresa;Cuenca;SI;NO;NO;Medio-Bajo;NO DATA;Averia grave;NO;6.76;0;11181;0;4;59;0
CLI40047;D;TIPO6;FUEL 2;Media;M;Financiera Marca;SOLTERO;M;Empresa;Madrid;NO;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;4.04;3748;18894;0;2;41;0
CLI8051;B;TIPO6;FUEL 2;Media;M;Financiera Banco;SOLTERO;M;Empresa;Malaga;SI;NO;NO;Medio;NO DATA;No;NO;6.84;1950;10050;0;4;43;0
CLI9962;B;TIPO1;FUEL 2;Media;M;Financiera Marca;SOLTERO;F;Empresa;Lacoruna;SI;NO;NO;Alto;NO DATA;No;NO;6.51;3413;13203;0;7;52;0
CLI11601;B;TIPO6;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Madrid;SI;SI;NO;Medio;SI;No;NO;5.84;5380;10107;0;5;49;0
CLI8042;B;TIPO6;FUEL 2;Media;M;Contado;SOLTERO;M;Empresa;Valladolid;NO;NO;NO;Medio;SI;No;SI;7.18;3527;40087;1;2;54;6
CLI57542;E;TIPO2;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;NA;NO DATA;No;NO;6.22;2593;6949;0;6;54;0
CLI16526;B;TIPO1;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Barcelona;SI;NO;NO;Alto;SI;Averia leve;NO;2.34;3452;27798;0;2;52;0
CLI5593;B;TIPO1;FUEL 2;Media;M;Financiera Marca;SOLTERO;M;Empresa;Pontevedra;SI;NO;NO;NA;NO DATA;Averia muy grave;SI;9.67;2657;22975;0;7;42;0
CLI4061;B;TIPO6;FUEL 2;Media;M;Contado;CASADO;F;Empresa;Valencia;NO;NO;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;9.64;3798;23141;0;9;56;0
CLI15904;B;TIPO6;FUEL 2;Media;M;Financiera Marca;CASADO;F;Empresa;Madrid;SI;NO;SI;NA;NO DATA;No;NO;1.51;3422;0;0;1;36;0
CLI3336;B;TIPO1;FUEL 1;Media;M;Financiera Marca;CASADO;F;Empresa;Madrid;NO;NO;SI;NA;NO DATA;No;NO;1.53;3242;0;0;1;38;0
CLI27800;H;TIPO7;FUEL 1;Media;M;Otros;CASADO;M;Empresa;Madrid;NO;NO;NO;Alto;NO DATA;No;NO;2.06;1317;0;0;2;27;0
CLI28245;H;TIPO7;FUEL 1;Media;M;Otros;CASADO;F;Empresa;Santa Cruz de Tenerife;SI;NO;NO;Alto;NO DATA;No;NO;1.78;3080;0;0;2;31;0
CLI33333;D;TIPO6;FUEL 1;Media;M;Financiera Marca;CASADO;M;Empresa;Las Palmas;NO;NO;NO;Otros;NO DATA;Averia muy grave;SI;7.84;3847;7522;0;4;61;0
CLI45727;I;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;F;Empresa;Barcelona;SI;NO;NO;Medio-Bajo;SI;Averia leve;NO;3.3;2799;16958;0;3;58;0
CLI45226;I;TIPO7;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Vizcaya;NO;SI;NO;Medio;SI;Averia leve;NO;3.67;1903;18658;0;3;44;0
CLI20145;C;TIPO4;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;NA;NO DATA;No;NO;6.86;3879;24223;0;4;41;0
CLI14196;B;TIPO6;FUEL 1;Media;M;Financiera Marca;SOLTERO;M;Empresa;Pontevedra;SI;NO;NO;NA;SI;No;NO;2.94;2464;25354;0;1;62;0
CLI8230;B;TIPO6;FUEL 1;Media;M;Contado;SOLTERO;M;Empresa;Vizcaya;SI;NO;NO;Medio-Bajo;SI;No;NO;8.03;1684;3822;0;7;52;0
CLI31855;J;TIPO7;FUEL 2;Alta;M;Financiera Banco;CASADO;M;Empresa;Lacoruna;SI;SI;NO;NA;NO DATA;Averia muy grave;SI;6.96;1478;13428;0;4;29;0
CLI56494;I;TIPO7;FUEL 2;Alta;A;Contado;CASADO;M;Empresa;Barcelona;NO;NO;NO;Alto;SI;No;NO;2.43;1829;17032;1;2;39;7
CLI14445;B;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Vizcaya;SI;NO;NO;Medio-Bajo;SI;No;NO;3.19;4524;14316;1;2;48;9
CLI12832;B;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Barcelona;SI;SI;NO;Alto;SI;Averia grave;NO;5.97;4092;9346;1;6;37;8
CLI12829;B;TIPO1;FUEL 1;Media;M;Contado;SOLTERO;F;Empresa;Granada;NO;SI;NO;Medio;NO DATA;No;NO;6.18;2175;12896;0;6;57;0
CLI22262;A;TIPO1;FUEL 1;Baja;M;Contado;OTROS;M;Empresa;Malaga;NO;NO;NO;Medio;NO DATA;No;NO;8.17;1233;9862;0;7;62;0
CLI52058;I;TIPO7;FUEL 2;Media;A;Contado;CASADO;F;Empresa;Alicante;NO;NO;NO;Alto;NO DATA;No;NO;2.07;1829;0;1;2;64;3
CLI28737;H;TIPO7;FUEL 1;Media;M;Contado;CASADO;F;Empresa;Las Palmas;NO;NO;NO;NA;NO DATA;No;NO;1.38;1501;0;0;0;27;0
CLI10854;B;TIPO1;FUEL 1;Media;M;Contado;CASADO;F;Empresa;Barcelona;NO;NO;NO;Alto;NO DATA;No;NO;7.57;3549;7518;1;6;47;7
CLI16614;B;TIPO1;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Barcelona;SI;NO;NO;Alto;SI;No;NO;2.79;3226;22206;0;2;48;0
CLI13591;B;TIPO1;FUEL 1;Media;M;Otros;SOLTERO;F;Empresa;Gerona;NO;NO;NO;Alto;SI;Averia muy grave;SI;4.88;6097;12144;0;3;56;0
CLI29630;H;TIPO7;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Barcelona;SI;NO;NO;Medio-Bajo;SI;Averia grave;NO;2.1;2053;34510;0;2;40;0
CLI47727;I;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Burgos;NO;NO;SI;Medio-Bajo;NO DATA;Averia muy grave;SI;1.83;2648;0;0;0;54;0
CLI34744;D;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Pontevedra;NO;NO;NO;NA;NO DATA;No;SI;9.69;0;21902;0;4;62;0
CLI52007;I;TIPO7;FUEL 2;Media;A;Contado;CASADO;M;Empresa;Las Palmas;SI;NO;NO;Medio;NO DATA;No;NO;2.17;3847;0;1;2;23;5
CLI6337;B;TIPO1;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Castellon;NO;NO;NO;Medio-Bajo;NO DATA;Averia grave;SI;9.1;1257;9934;0;4;61;0
CLI36039;D;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Almeria;NO;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;8.76;611;9961;0;9;50;0
CLI44989;I;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Tarragona;SI;NO;NO;Alto;SI;Averia leve;NO;3.76;2988;21091;0;2;49;0
CLI35481;D;TIPO1;FUEL 2;Media;M;Contado;SOLTERO;M;Empresa;Alicante;SI;NO;NO;Medio;NO DATA;Averia muy grave;SI;8.14;4358;33104;1;9;45;7
CLI12409;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Autonomo;Lerida;NO;SI;NO;Medio-Bajo;NO DATA;No;NO;6.29;3342;7685;0;6;62;0
CLI1181;A;TIPO1;FUEL 1;Media;M;Financiera Marca;CASADO;F;Empresa;Alava;SI;NO;NO;Medio;NO DATA;No;NO;1.92;2228;0;0;2;19;0
CLI12879;B;TIPO6;FUEL 2;Media;M;Contado;SOLTERO;M;Empresa;Cordoba;NO;NO;NO;Medio-Bajo;NO DATA;Averia leve;NO;5.11;3432;6690;0;3;60;0
CLI55328;I;TIPO7;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Guadalajara;NO;NO;NO;Medio-Bajo;NO DATA;Averia grave;NO;2.22;1829;0;0;1;68;0
CLI50681;I;TIPO7;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Tarragona;NO;NO;NO;NA;NO DATA;No;NO;1.39;1903;0;0;0;38;0
CLI20753;C;TIPO4;FUEL 1;Media;M;Otros;CASADO;M;Empresa;Alava;NO;NO;NO;NA;SI;No;NO;4.59;4390;12081;0;4;50;0
CLI13124;B;TIPO1;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Alicante;SI;NO;NO;Medio-Bajo;SI;Averia leve;SI;4.6;3651;23973;0;4;45;0
CLI21075;C;TIPO4;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Gerona;NO;NO;NO;Medio;SI;Averia muy grave;SI;6.37;1875;10427;0;3;55;0
CLI25222;A;TIPO1;FUEL 1;Baja;M;Contado;SOLTERO;F;Empresa;Barcelona;NO;NO;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;8.85;1595;0;0;7;22;0
CLI31108;J;TIPO7;FUEL 2;Alta;M;Contado;CASADO;M;Empresa;Baleares;SI;SI;NO;Alto;NO DATA;Averia muy grave;SI;7.61;1380;13723;0;7;44;0
CLI28056;H;TIPO7;FUEL 1;Media;M;Financiera Marca;CASADO;M;Empresa;Gerona;SI;NO;SI;Alto;NO DATA;No;NO;1.79;1317;0;1;1;29;3
CLI26246;A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;F;Empresa;Malaga;NO;NO;NO;NA;NO DATA;No;NO;7.51;1472;0;0;4;26;0
CLI32035;J;TIPO7;FUEL 2;Alta;M;Contado;CASADO;M;Empresa;Guipuzcua;NO;SI;NO;Medio-Bajo;NO DATA;Averia leve;NO;6.78;0;12106;0;6;54;0
CLI18568;C;TIPO4;FUEL 2;Media;M;Contado;EN PAREJA;F;Funcionario;Barcelona;NO;NO;NO;Medio;NO DATA;Averia muy grave;SI;8.52;2561;20228;0;6;51;0
CLI57495;E;TIPO2;FUEL 1;Media;M;Otros;CASADO;M;Funcionario;Las Palmas;NO;NO;NO;Alto;NO DATA;No;NO;6.71;2162;9502;1;7;59;6
CLI14026;B;TIPO6;FUEL 1;Media;M;Financiera Marca;CASADO;M;Empresa;Burgos;SI;NO;NO;Medio;SI;Averia grave;NO;3.21;4524;14269;1;2;37;9
CLI40300;D;TIPO6;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Zaragoza;NO;NO;SI;Alto;SI;Averia leve;NO;2.6;3790;7247;1;1;40;7
CLI2494;B;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;M;Empresa;Las Palmas;NO;NO;SI;Medio;NO DATA;No;SI;1.76;2513;0;0;1;41;0
CLI34975;D;TIPO1;FUEL 2;Alta;M;Contado;CASADO;M;Empresa;Asturias;SI;NO;NO;Alto;NO DATA;Averia muy grave;SI;8.1;2353;3436;1;8;61;5
CLI50490;I;TIPO7;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Ciudad Real;NO;NO;NO;NA;NO DATA;No;NO;1.57;1903;0;0;0;59;0
CLI254;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Vizcaya;SI;NO;NO;Alto;SI;No;NO;2.33;2892;3325;1;1;47;5
CLI4348;B;TIPO6;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Barcelona;NO;NO;NO;Alto;SI;Averia muy grave;SI;8.35;3220;24350;0;7;42;0
CLI42494;I;TIPO7;FUEL 1;Alta;M;Otros;CASADO;M;Empresa;Tarragona;NO;SI;NO;Alto;NO DATA;No;NO;4.39;2476;13222;1;2;28;7
CLI14211;B;TIPO6;FUEL 1;Media;M;Financiera Marca;CASADO;M;Empresa;Madrid;SI;NO;NO;NA;SI;No;NO;2.96;4524;34750;1;1;60;7
CLI27769;H;TIPO7;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Madrid;SI;NO;NO;Medio;NO DATA;No;NO;1.95;2804;0;1;1;43;4
CLI39910;D;TIPO6;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Madrid;SI;NO;NO;Alto;SI;Averia grave;NO;4.08;3748;19582;1;3;50;9
CLI32318;J;TIPO7;FUEL 2;Alta;M;Contado;CASADO;M;Empresa;Zaragoza;SI;SI;NO;Medio;SI;Averia leve;SI;6.59;0;21832;0;7;40;0
CLI40355;D;TIPO6;FUEL 2;Media;M;Financiera Marca;CASADO;F;Empresa;Guipuzcua;SI;NO;SI;Medio;SI;No;NO;2.85;3605;24086;1;2;60;10
CLI52141;I;TIPO7;FUEL 2;Media;A;Contado;SOLTERO;F;Empresa;Madrid;NO;NO;NO;Alto;NO DATA;No;NO;1.88;1829;0;1;2;53;3
CLI23454;A;TIPO1;FUEL 2;Baja;M;Contado;CASADO;F;Autonomo;Barcelona;SI;NO;NO;Medio-Bajo;NO DATA;No;NO;9.02;2254;22484;0;4;48;0
CLI52967;I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;F;Empresa;Alava;SI;NO;SI;Medio;NO DATA;No;NO;2.17;1829;0;1;1;27;3
CLI47752;I;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;M;Funcionario;Alicante;SI;NO;NO;NA;NO DATA;No;NO;2.2;2799;0;0;2;66;0
CLI56554;I;TIPO7;FUEL 2;Alta;A;Contado;CASADO;M;Empresa;Pontevedra;NO;NO;NO;NA;SI;No;NO;2.29;1829;16636;0;2;51;0
CLI42692;I;TIPO7;FUEL 1;Alta;M;Contado;CASADO;M;Empresa;Barcelona;SI;NO;NO;Alto;SI;Averia leve;NO;3.97;1829;9888;1;2;39;5
CLI33871;D;TIPO6;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Guadalajara;NO;NO;NO;Alto;SI;Averia muy grave;SI;8.03;2839;20548;1;5;63;9
