PRODUCTO;COMBUSTIBLE;Potencia_;TRANS;FORMA_PAGO;ESTADO_CIVIL;GENERO;OcupaciOn;PROVINCIA;Campanna1;Campanna2;Campanna3;Zona _Renta;REV_Garantia;Averia_grave;QUEJA_CAC;COSTE_VENTA;km_anno;Revisiones;Edad Cliente;Mas_1_coche_Pred
I;FUEL 2;Media;M;Financiera Marca;1;1;Empresa;Madrid;SI;NO;SI;Medio;NO DATA;No;NO;2131;0;1;66;0
I;FUEL 2;Media;M;Financiera Marca;1;1;Empresa;Barcelona;SI;NO;NO;Medio;NO DATA;No;NO;5629;0;2;34;0
I;FUEL 2;Media;M;Financiera Marca;1;1;Empresa;Zaragoza;NO;NO;SI;Medio;NO DATA;No;NO;2966;0;2;31;0
I;FUEL 2;Media;M;Financiera Marca;1;1;Empresa;Toledo;SI;NO;NO;Alto;NO DATA;No;SI;3135;0;0;37;0
I;FUEL 2;Media;M;Contado;1;0;Empresa;Valencia;SI;NO;NO;Medio-Bajo;NO DATA;No;NO;2131;0;1;64;0
I;FUEL 2;Media;M;Contado;1;1;Empresa;Madrid;SI;NO;NO;Alto;NO DATA;No;NO;4124;0;1;26;0
I;FUEL 2;Media;M;Financiera Marca;0;1;Empresa;Madrid;SI;NO;NO;Medio;SI;No;NO;4702;51110;0;57;1
I;FUEL 2;Media;M;Contado;1;1;Empresa;Madrid;SI;NO;NO;;NO DATA;No;NO;4124;0;1;67;0
I;FUEL 2;Media;M;Financiera Marca;1;0;Empresa;Salamanca;SI;NO;NO;Alto;NO DATA;Averia muy grave;SI;3135;0;1;57;0
I;FUEL 2;Media;M;Financiera Marca;1;1;Empresa;Tarragona;SI;NO;SI;Medio-Bajo;NO DATA;Averia muy grave;SI;2131;0;0;69;0
I;FUEL 2;Media;M;Contado;0;1;Empresa;Malaga;SI;NO;SI;;NO DATA;No;NO;3196;0;1;68;0
I;FUEL 2;Media;M;Contado;1;1;Empresa;Madrid;NO;NO;NO;Alto;NO DATA;No;SI;2131;0;2;52;0
I;FUEL 2;Media;M;Financiera Marca;1;0;Empresa;Valencia;NO;NO;SI;Medio;NO DATA;No;NO;2966;0;1;65;0
I;FUEL 2;Media;M;Contado;1;1;Empresa;Madrid;NO;NO;NO;Alto;NO DATA;No;NO;2131;0;1;50;0
I;FUEL 2;Media;M;Financiera Marca;1;1;Autonomo;Gerona;SI;NO;SI;Alto;NO DATA;No;NO;5376;0;1;27;1
I;FUEL 2;Media;M;Financiera Banco;0;1;Empresa;Pontevedra;SI;NO;NO;;NO DATA;No;NO;2131;0;1;45;0
I;FUEL 2;Media;M;Contado;1;1;Empresa;Avila;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;2131;0;1;34;0
I;FUEL 2;Media;M;Contado;1;0;Empresa;Madrid;SI;NO;NO;;NO DATA;No;NO;2131;0;1;34;0
I;FUEL 2;Media;M;Financiera Marca;1;1;Empresa;Barcelona;NO;NO;SI;Medio;NO DATA;No;NO;2966;0;1;58;0
I;FUEL 2;Media;M;Financiera Marca;1;1;Empresa;Lacoruna;SI;NO;SI;Medio-Bajo;NO DATA;No;NO;5376;0;2;52;0
I;FUEL 2;Media;M;Financiera Marca;1;0;Empresa;Madrid;SI;NO;SI;;NO DATA;No;NO;2966;0;0;60;0
I;FUEL 2;Media;M;Financiera Marca;0;1;Empresa;Lacoruna;NO;NO;SI;Medio-Bajo;NO DATA;No;NO;2966;0;1;62;0
I;FUEL 2;Media;M;Financiera Marca;1;1;Empresa;Ciudad Real;NO;NO;SI;;NO DATA;Averia leve;NO;2966;0;1;50;0
I;FUEL 2;Media;M;Contado;1;1;Empresa;Barcelona;NO;NO;NO;;NO DATA;No;NO;2131;0;1;43;0
I;FUEL 2;Media;M;Financiera Marca;0;0;Empresa;Valencia;NO;NO;SI;;NO DATA;No;NO;2966;0;1;53;0
I;FUEL 2;Media;M;Financiera Marca;1;1;Empresa;Madrid;SI;NO;SI;;NO DATA;No;NO;2131;0;1;52;0
I;FUEL 2;Media;M;Financiera Marca;0;1;Empresa;Madrid;NO;NO;SI;;NO DATA;No;NO;2966;0;1;32;0
I;FUEL 2;Media;M;Financiera Marca;1;0;Empresa;Valencia;SI;NO;SI;;NO DATA;No;NO;2131;0;0;46;0
I;FUEL 2;Media;M;Financiera Marca;1;1;Empresa;Alicante;NO;NO;SI;;NO DATA;Averia leve;NO;2966;0;1;63;0
I;FUEL 2;Media;M;Financiera Marca;1;1;Empresa;Madrid;SI;NO;SI;;NO DATA;No;NO;2131;0;1;36;0
I;FUEL 2;Media;M;Otros;1;0;Empresa;Toledo;NO;NO;SI;;NO DATA;No;NO;3196;0;1;35;0
I;FUEL 2;Media;M;Otros;0;1;Empresa;Toledo;NO;NO;NO;;NO DATA;No;NO;2131;0;0;34;0
I;FUEL 2;Media;M;Financiera Marca;1;1;Empresa;Toledo;NO;NO;SI;;NO DATA;No;NO;2966;0;1;39;0
I;FUEL 2;Media;M;Financiera Marca;0;1;Empresa;La Rioja;NO;NO;SI;;NO DATA;No;NO;2966;0;0;60;0
I;FUEL 2;Media;M;Contado;1;1;Empresa;Valencia;SI;NO;NO;;NO DATA;No;NO;2131;0;1;50;0
I;FUEL 2;Media;M;Financiera Marca;0;0;Empresa;Asturias;NO;NO;SI;;NO DATA;No;NO;2966;0;1;57;0
I;FUEL 2;Media;M;Financiera Marca;1;1;Empresa;Madrid;NO;NO;SI;;NO DATA;No;NO;2966;0;0;51;0
I;FUEL 2;Media;M;Otros;1;1;Funcionario;Alicante;NO;NO;SI;;NO DATA;No;NO;3196;0;0;53;0
I;FUEL 2;Media;M;Financiera Banco;1;1;Empresa;Barcelona;NO;NO;NO;;NO DATA;Averia muy grave;SI;2131;0;1;46;0
I;FUEL 2;Media;M;Financiera Marca;0;1;Empresa;Alicante;SI;NO;SI;;NO DATA;No;NO;2131;0;0;51;0
I;FUEL 2;Media;M;Financiera Marca;1;1;Empresa;Asturias;NO;NO;SI;;NO DATA;No;NO;2966;0;0;52;0
I;FUEL 2;Media;M;Otros;1;1;Empresa;Murcia;NO;NO;NO;;NO DATA;No;NO;2131;0;0;61;0
I;FUEL 2;Media;M;Financiera Marca;0;1;Empresa;Toledo;NO;NO;SI;;NO DATA;No;NO;2966;0;1;65;0
I;FUEL 2;Media;A;Contado;0;1;Empresa;Burgos;SI;NO;NO;Alto;SI;Averia muy grave;SI;0;19877;2;55;0
I;FUEL 2;Media;A;Contado;1;1;Empresa;Madrid;SI;SI;NO;Alto;SI;Averia muy grave;SI;0;21691;2;50;0
I;FUEL 2;Media;A;Contado;1;1;Empresa;Murcia;NO;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;0;8040;3;47;0
I;FUEL 2;Media;A;Contado;1;0;Empresa;Lacoruna;SI;NO;NO;Alto;SI;Averia grave;SI;1230;15278;2;50;0
I;FUEL 2;Media;A;Contado;0;1;Empresa;Barcelona;SI;NO;NO;Alto;SI;Averia muy grave;SI;0;5962;4;42;0
I;FUEL 2;Media;A;Contado;1;1;Empresa;Baleares;NO;SI;NO;;SI;Averia grave;NO;1230;15079;2;43;0
I;FUEL 2;Media;A;Financiera Marca;1;1;Empresa;Toledo;NO;NO;NO;;SI;Averia muy grave;SI;2446;14536;3;61;0
I;FUEL 2;Media;A;Financiera Marca;1;1;Empresa;Lerida;SI;NO;NO;Medio-Bajo;SI;Averia grave;NO;5508;9276;2;43;1
I;FUEL 2;Media;A;Otros;1;1;Empresa;Granada;SI;NO;NO;Medio-Bajo;SI;Averia grave;NO;2048;9715;2;61;0
I;FUEL 2;Media;A;Otros;0;1;Funcionario;Badajoz;SI;NO;NO;;SI;Averia muy grave;SI;4000;36322;0;61;1
I;FUEL 2;Media;A;Contado;1;1;Empresa;Madrid;NO;NO;NO;Medio;SI;Averia muy grave;SI;2048;13901;2;60;0
I;FUEL 2;Media;A;Otros;1;1;Funcionario;Alicante;NO;NO;NO;Otros;SI;Averia muy grave;SI;2048;12644;2;50;0
I;FUEL 2;Media;A;Financiera Marca;1;1;Empresa;Toledo;SI;NO;NO;Medio-Bajo;SI;Averia leve;NO;3054;12709;2;37;0
I;FUEL 2;Media;A;Otros;1;1;Empresa;Gerona;NO;NO;NO;Alto;SI;Averia muy grave;SI;2048;18908;2;44;0
I;FUEL 2;Media;A;Otros;1;0;Empresa;Lerida;NO;NO;NO;Otros;SI;Averia grave;NO;2048;19599;1;55;0
I;FUEL 2;Media;A;Contado;0;1;Empresa;Guadalajara;NO;NO;NO;;SI;Averia muy grave;SI;3072;32725;0;50;1
I;FUEL 2;Media;A;Financiera Marca;1;1;Empresa;Albacete;SI;NO;NO;Medio-Bajo;SI;No;NO;3054;10210;2;47;0
I;FUEL 2;Media;A;Otros;1;1;Empresa;Huesca;NO;NO;NO;Medio-Bajo;SI;No;NO;2048;11223;2;44;0
I;FUEL 2;Media;A;Financiera Marca;1;0;Empresa;Madrid;SI;NO;NO;Medio;SI;No;NO;3054;27238;1;62;0
I;FUEL 2;Media;A;Financiera Marca;1;1;Empresa;Alicante;SI;NO;NO;;SI;No;NO;4581;40567;0;40;1
I;FUEL 2;Media;A;Financiera Marca;0;1;Empresa;Madrid;SI;NO;SI;;NO DATA;No;NO;2048;0;2;28;0
I;FUEL 2;Media;A;Contado;0;1;Empresa;Barcelona;NO;NO;NO;Alto;SI;No;NO;2048;28409;1;60;0
I;FUEL 2;Media;A;Contado;0;1;Empresa;Alicante;SI;NO;NO;Medio;NO DATA;No;NO;4000;0;1;65;0
I;FUEL 2;Media;A;Financiera Marca;1;1;Empresa;Castellon;SI;NO;SI;Alto;SI;No;NO;5252;34114;1;46;1
I;FUEL 2;Media;A;Contado;1;1;Empresa;Murcia;NO;NO;NO;Medio-Bajo;NO DATA;Averia leve;NO;2048;0;2;21;0
I;FUEL 2;Media;A;Contado;1;1;Empresa;Barcelona;NO;NO;NO;Medio;NO DATA;No;SI;2048;0;1;44;0
I;FUEL 2;Media;A;Financiera Marca;1;1;Empresa;Lerida;NO;NO;SI;;NO DATA;No;NO;2883;0;1;24;1
I;FUEL 2;Media;A;Financiera Marca;1;1;Empresa;Cadiz;SI;NO;SI;;NO DATA;Averia leve;NO;2048;0;1;68;0
I;FUEL 2;Media;A;Otros;1;1;Empresa;Pontevedra;NO;NO;SI;;NO DATA;No;NO;3072;0;0;36;0
I;FUEL 2;Media;A;Otros;1;1;Empresa;Zaragoza;NO;NO;NO;;NO DATA;No;NO;2048;0;1;27;1
I;FUEL 2;Media;A;Financiera Marca;1;1;Empresa;Madrid;NO;NO;SI;;NO DATA;No;NO;2883;0;1;53;1
I;FUEL 1;Alta;M;Financiera Marca;1;0;Empresa;Valencia;SI;NO;NO;Medio-Bajo;SI;No;NO;3054;9357;2;53;0
I;FUEL 1;Alta;M;Contado;1;1;Empresa;Valencia;NO;NO;NO;Medio;SI;Averia grave;NO;2048;12685;2;61;0
I;FUEL 1;Alta;M;Contado;1;1;Empresa;Madrid;SI;NO;NO;Alto;SI;Averia muy grave;SI;4000;10446;2;61;0
I;FUEL 1;Alta;M;Financiera Marca;0;1;Empresa;Cordoba;SI;NO;NO;Medio-Bajo;SI;Averia grave;NO;3054;11623;1;56;0
I;FUEL 1;Alta;M;Otros;0;1;Empresa;Tarragona;SI;NO;NO;Medio-Bajo;SI;No;SI;4000;11188;1;42;0
I;FUEL 1;Alta;M;Otros;1;1;Empresa;Tarragona;NO;NO;NO;Alto;SI;Averia muy grave;SI;2048;17543;2;45;0
I;FUEL 1;Alta;M;Contado;1;1;Autonomo;Ciudad Real;SI;NO;NO;Medio;SI;Averia leve;NO;4000;16531;2;40;0
I;FUEL 1;Alta;M;Financiera Marca;1;0;Empresa;Madrid;SI;NO;NO;Medio;SI;No;NO;3054;16542;2;42;0
I;FUEL 1;Alta;M;Otros;1;0;Empresa;Murcia;NO;NO;NO;Alto;NO DATA;No;NO;2048;0;1;64;0
I;FUEL 1;Alta;M;Financiera Marca;1;1;Empresa;Madrid;SI;NO;SI;Medio;SI;No;NO;2048;14378;2;42;0
I;FUEL 1;Alta;M;Contado;1;0;Empresa;Madrid;SI;NO;NO;Medio;SI;Averia muy grave;SI;2048;15471;2;59;0
I;FUEL 1;Alta;M;Contado;1;0;Empresa;Zaragoza;SI;NO;NO;Medio-Bajo;SI;No;NO;4000;23376;1;53;0
I;FUEL 1;Alta;M;Otros;1;1;Autonomo;Guipuzcua;NO;NO;NO;Alto;NO DATA;No;NO;2048;0;1;27;1
I;FUEL 1;Alta;M;Financiera Marca;1;0;Empresa;Alava;SI;NO;SI;Medio;NO DATA;No;NO;2048;0;1;27;0
I;FUEL 1;Alta;M;Otros;1;1;Empresa;Barcelona;SI;NO;NO;Medio-Bajo;NO DATA;No;NO;4000;0;1;36;0
I;FUEL 1;Alta;M;Contado;1;1;Empresa;Madrid;NO;NO;NO;Alto;NO DATA;No;SI;2048;0;1;34;0
I;FUEL 1;Alta;M;Contado;1;1;Empresa;Madrid;NO;NO;NO;Medio;NO DATA;No;NO;2048;0;1;62;1
I;FUEL 1;Alta;M;Contado;1;1;Empresa;Navarra;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;2048;0;2;62;0
I;FUEL 1;Alta;M;Contado;1;1;Empresa;Madrid;NO;NO;NO;Alto;NO DATA;No;NO;2048;0;1;22;0
I;FUEL 1;Alta;M;Otros;1;0;Empresa;Tarragona;SI;NO;NO;Medio;NO DATA;No;SI;2048;0;1;61;1
I;FUEL 1;Alta;M;Financiera Marca;1;1;Empresa;Barcelona;NO;NO;SI;Alto;NO DATA;No;NO;2883;0;0;36;1
I;FUEL 1;Alta;M;Otros;1;0;Empresa;Huelva;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;2048;0;1;49;0
I;FUEL 1;Alta;M;Contado;1;1;Empresa;Barcelona;NO;NO;NO;Alto;NO DATA;No;NO;2048;0;0;31;0
I;FUEL 1;Alta;M;Contado;0;1;Empresa;Burgos;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;2048;0;1;59;0
I;FUEL 1;Alta;M;Otros;1;1;Empresa;Tarragona;NO;NO;NO;;NO DATA;No;SI;2048;0;2;25;0
I;FUEL 1;Alta;M;Otros;1;0;Empresa;Barcelona;SI;NO;NO;Alto;NO DATA;No;NO;2048;0;1;59;0
I;FUEL 1;Alta;M;Contado;1;1;Empresa;Madrid;NO;NO;NO;Alto;NO DATA;No;NO;2048;0;1;69;0
I;FUEL 1;Alta;M;Contado;1;1;Empresa;Toledo;NO;NO;NO;Medio-Bajo;SI;No;NO;3072;33997;0;37;1
I;FUEL 1;Alta;M;Financiera Marca;1;1;Empresa;Huesca;NO;NO;SI;;NO DATA;No;NO;2883;0;2;62;1
I;FUEL 1;Alta;M;Contado;1;1;Empresa;Madrid;NO;NO;NO;Medio;NO DATA;No;NO;2048;0;0;33;0
I;FUEL 1;Alta;M;Financiera Marca;1;0;Empresa;Guipuzcua;NO;NO;SI;;NO DATA;No;NO;2883;0;2;65;1
I;FUEL 1;Alta;M;Financiera Marca;1;0;Empresa;Guipuzcua;SI;NO;SI;;NO DATA;No;NO;2048;0;0;29;0
I;FUEL 1;Alta;M;Financiera Marca;1;1;Empresa;Huesca;SI;NO;SI;;NO DATA;No;NO;2883;0;1;42;1
I;FUEL 1;Alta;M;Financiera Marca;1;1;Empresa;Barcelona;SI;NO;SI;;NO DATA;No;NO;2048;0;0;60;0
I;FUEL 1;Alta;M;Financiera Marca;1;1;Empresa;La Rioja;NO;NO;SI;;NO DATA;No;NO;2883;0;2;26;1
I;FUEL 1;Alta;M;Otros;1;0;Empresa;Madrid;NO;NO;NO;;NO DATA;No;NO;2048;0;0;68;0
I;FUEL 1;Alta;M;Otros;1;1;Empresa;Asturias;NO;NO;NO;;NO DATA;No;NO;2048;0;1;68;0
I;FUEL 1;Alta;M;Contado;1;1;Empresa;Madrid;NO;NO;NO;;NO DATA;No;NO;2048;0;0;61;0
I;FUEL 1;Alta;M;Financiera Marca;1;1;Empresa;Valencia;SI;NO;SI;;NO DATA;No;NO;2048;0;1;41;0
I;FUEL 1;Alta;M;Financiera Marca;1;1;Empresa;Alava;SI;NO;SI;;NO DATA;No;NO;2883;0;0;45;1
I;FUEL 1;Alta;M;Financiera Marca;1;1;Empresa;Vizcaya;NO;NO;SI;;NO DATA;No;NO;2883;0;1;48;1
I;FUEL 1;Alta;M;Contado;1;0;Empresa;Salamanca;NO;NO;SI;;NO DATA;No;SI;3072;0;0;31;0
I;FUEL 1;Alta;M;Contado;1;1;Empresa;Lacoruna;NO;NO;NO;;NO DATA;No;NO;2048;0;1;68;0
I;FUEL 1;Alta;M;Financiera Marca;1;1;Empresa;Soria;NO;NO;SI;;NO DATA;No;NO;2883;0;1;51;1
I;FUEL 1;Alta;M;Financiera Marca;1;1;Empresa;Barcelona;NO;NO;SI;;NO DATA;No;NO;2883;0;0;58;0
I;FUEL 1;Alta;M;Financiera Marca;1;1;Empresa;Zaragoza;NO;NO;SI;;NO DATA;No;NO;2883;0;1;68;1
I;FUEL 1;Alta;M;Contado;1;1;Empresa;Barcelona;NO;NO;NO;;NO DATA;No;NO;2048;0;1;53;1
I;FUEL 1;Alta;M;Financiera Marca;1;1;Empresa;Guadalajara;NO;NO;SI;;NO DATA;No;NO;4324;0;0;23;0
I;FUEL 1;Alta;M;Financiera Marca;1;0;Empresa;Madrid;NO;NO;SI;;NO DATA;No;NO;2883;0;1;53;1
I;FUEL 1;Alta;M;Financiera Marca;1;1;Empresa;Jaen;NO;NO;SI;;NO DATA;No;NO;2883;0;0;35;1
I;FUEL 1;Alta;M;Contado;1;1;Empresa;Barcelona;NO;NO;NO;;NO DATA;No;NO;2048;0;1;63;1
I;FUEL 1;Alta;M;Financiera Marca;1;1;Empresa;Sevilla;NO;NO;SI;;NO DATA;No;NO;4324;0;0;65;0
I;FUEL 1;Alta;M;Financiera Marca;1;1;Empresa;Valencia;SI;NO;SI;;NO DATA;No;NO;2883;0;1;38;1
I;FUEL 1;Alta;M;Financiera Marca;1;0;Empresa;Madrid;NO;NO;SI;;NO DATA;No;NO;2883;0;1;66;1
I;FUEL 1;Alta;A;Contado;1;1;Empresa;Valencia;NO;NO;NO;Alto;NO DATA;Averia grave;SI;0;5699;4;58;0
I;FUEL 1;Alta;A;Financiera Marca;1;1;Empresa;Barcelona;SI;NO;NO;Medio-Bajo;SI;No;NO;3265;6862;2;44;0
I;FUEL 2;Media;M;Contado;1;1;Empresa;Madrid;SI;NO;NO;Medio;SI;Averia muy grave;SI;0;27785;2;38;0
I;FUEL 2;Media;M;Contado;1;1;Empresa;Madrid;NO;SI;NO;;NO DATA;Averia muy grave;SI;0;20911;2;47;0
I;FUEL 2;Media;M;Contado;1;0;Empresa;Alicante;NO;SI;NO;Medio;NO DATA;Averia muy grave;SI;841;12310;3;40;0
I;FUEL 2;Media;M;Contado;1;1;Empresa;Barcelona;SI;NO;NO;Medio;SI;Averia muy grave;SI;0;11619;3;62;0
I;FUEL 2;Media;M;Contado;1;0;Empresa;Barcelona;NO;NO;NO;Medio-Bajo;NO DATA;Averia grave;NO;0;10306;4;55;0
I;FUEL 2;Media;M;Contado;1;1;Empresa;Alicante;SI;NO;NO;Medio;SI;Averia grave;NO;927;12737;3;44;0
I;FUEL 2;Media;M;Contado;0;1;Empresa;Barcelona;SI;NO;NO;Medio;SI;Averia grave;SI;0;20754;4;56;0
I;FUEL 2;Media;M;Contado;1;1;Empresa;Madrid;SI;NO;NO;Medio;SI;Averia grave;SI;1846;33877;2;62;1
I;FUEL 2;Media;M;Otros;1;1;Empresa;Madrid;NO;SI;NO;Medio;SI;No;NO;2048;14941;4;54;0
I;FUEL 2;Media;M;Contado;1;1;Empresa;Barcelona;NO;NO;NO;Otros;SI;Averia leve;NO;2048;12395;4;41;0
I;FUEL 2;Media;M;Otros;1;1;Empresa;Guipuzcua;SI;NO;NO;Medio-Bajo;SI;Averia grave;SI;4000;14667;2;53;0
I;FUEL 2;Media;M;Financiera Marca;1;1;Empresa;Valencia;SI;NO;NO;Alto;SI;Averia muy grave;SI;3265;24683;3;62;0
I;FUEL 2;Media;M;Financiera Marca;0;0;Empresa;Madrid;SI;NO;NO;Medio;SI;Averia grave;NO;3265;19953;2;60;0
I;FUEL 2;Media;M;Otros;1;1;Empresa;Asturias;NO;NO;NO;;SI;Averia leve;NO;4109;10854;2;48;0
I;FUEL 2;Media;M;Financiera Marca;1;1;Empresa;Burgos;SI;NO;NO;Medio-Bajo;SI;Averia grave;NO;3054;16431;2;40;0
I;FUEL 2;Media;M;Financiera Marca;1;1;Empresa;Madrid;SI;NO;NO;Alto;SI;Averia muy grave;SI;5508;8989;2;40;0
I;FUEL 2;Media;M;Otros;1;1;Empresa;Sevilla;SI;NO;NO;Alto;SI;Averia leve;NO;4000;20143;2;43;0
I;FUEL 2;Media;M;Financiera Marca;1;1;Empresa;Barcelona;SI;NO;NO;Alto;NO DATA;Averia grave;NO;5508;0;2;52;0
I;FUEL 2;Media;M;Financiera Marca;1;1;Empresa;Alava;SI;NO;NO;Medio;SI;Averia muy grave;SI;3054;15766;2;43;0
I;FUEL 2;Media;M;Financiera Marca;0;1;Funcionario;Barcelona;SI;NO;NO;;SI;Averia grave;NO;5115;12693;2;55;1
I;FUEL 2;Media;M;Otros;1;1;Empresa;Tarragona;NO;NO;NO;Medio-Bajo;NO DATA;Averia leve;NO;2048;0;2;31;0
I;FUEL 2;Media;M;Contado;1;1;Empresa;Barcelona;NO;NO;NO;Medio;SI;No;NO;2048;20925;2;45;0
I;FUEL 2;Media;M;Financiera Marca;1;1;Empresa;Madrid;SI;NO;NO;Alto;SI;No;SI;3054;25495;1;37;0
I;FUEL 2;Media;M;Contado;0;1;Empresa;Barcelona;NO;NO;NO;Medio;SI;No;SI;2048;29979;2;46;0
I;FUEL 2;Media;M;Financiera Marca;1;1;Empresa;Lacoruna;SI;NO;SI;Medio;NO DATA;No;NO;5252;0;1;61;0
I;FUEL 2;Media;M;Contado;1;1;Empresa;Asturias;NO;NO;NO;Alto;SI;No;NO;2048;7826;2;43;0
I;FUEL 2;Media;M;Contado;1;0;Empresa;Lerida;NO;NO;NO;Medio;NO DATA;No;NO;2048;0;2;71;0
I;FUEL 2;Media;M;Contado;1;0;Empresa;Murcia;SI;NO;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;4000;0;1;31;1
I;FUEL 2;Media;M;Contado;1;1;Empresa;Guadalajara;NO;NO;NO;Alto;NO DATA;No;NO;2048;0;1;34;0
I;FUEL 2;Media;M;Financiera Marca;1;0;Empresa;Barcelona;NO;NO;SI;Medio-Bajo;NO DATA;No;NO;2883;0;0;22;1
I;FUEL 2;Media;M;Financiera Marca;1;1;Empresa;Vizcaya;NO;NO;SI;Medio-Bajo;NO DATA;No;NO;2883;0;1;39;1
I;FUEL 2;Media;M;Financiera Marca;1;1;Empresa;La Rioja;NO;NO;SI;;NO DATA;No;NO;2883;0;1;67;1
I;FUEL 2;Media;A;Contado;1;1;Empresa;Barcelona;NO;SI;NO;Medio;SI;Averia grave;SI;1230;12727;4;49;0
I;FUEL 2;Media;A;Otros;1;1;Autonomo;Alicante;NO;NO;NO;Medio;SI;Averia grave;NO;1230;13091;3;40;0
I;FUEL 2;Media;A;Contado;1;1;Empresa;Castellon;NO;SI;NO;Alto;SI;Averia grave;NO;2048;10230;3;46;0
I;FUEL 2;Media;A;Financiera Marca;1;1;Empresa;Barcelona;SI;NO;NO;Alto;SI;No;NO;3054;20187;1;34;0
I;FUEL 2;Media;A;Contado;1;1;Empresa;Albacete;SI;NO;NO;Medio-Bajo;NO DATA;No;NO;4000;0;0;65;0
I;FUEL 2;Media;A;Contado;0;1;Empresa;Valencia;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;2048;0;2;61;0
I;FUEL 2;Media;A;Contado;1;1;Empresa;Barcelona;NO;NO;SI;Alto;NO DATA;No;SI;3072;0;2;22;0
I;FUEL 2;Media;A;Financiera Marca;1;1;Empresa;Valencia;SI;NO;SI;;NO DATA;Averia muy grave;SI;2883;0;1;28;1
I;FUEL 2;Alta;A;Contado;0;1;Empresa;Santa Cruz de Tenerife;NO;NO;NO;Medio;NO DATA;Averia muy grave;SI;0;10666;3;39;0
I;FUEL 2;Alta;A;Financiera Marca;1;0;Empresa;Las Palmas;SI;NO;NO;Alto;SI;Averia grave;NO;3265;15067;3;46;0
I;FUEL 2;Alta;A;Financiera Marca;1;1;Funcionario;Cantabria;SI;NO;NO;;SI;Averia grave;NO;5115;17439;3;57;0
I;FUEL 2;Alta;A;Financiera Marca;1;1;Empresa;Barcelona;SI;NO;NO;Alto;SI;Averia muy grave;SI;3054;19660;1;51;0
I;FUEL 2;Alta;A;Contado;1;1;Empresa;Barcelona;SI;NO;NO;Alto;SI;Averia muy grave;SI;4000;11924;2;33;0
I;FUEL 2;Alta;A;Financiera Marca;1;1;Funcionario;Barcelona;SI;NO;SI;Alto;SI;No;NO;2461;9724;2;39;0
I;FUEL 2;Alta;A;Contado;1;1;Empresa;Orense;NO;NO;NO;Alto;NO DATA;Averia muy grave;SI;2048;0;2;43;0
I;FUEL 2;Alta;A;Contado;1;1;Empresa;Madrid;SI;NO;NO;;SI;Averia muy grave;SI;4000;29302;2;51;0
I;FUEL 2;Alta;A;Contado;1;1;Empresa;Barcelona;SI;NO;NO;Medio;SI;Averia leve;NO;2048;7465;2;48;0
I;FUEL 2;Alta;A;Financiera Marca;1;1;Autonomo;Barcelona;SI;NO;NO;Alto;SI;Averia leve;SI;3054;14820;1;57;0
I;FUEL 2;Alta;A;Contado;1;1;Empresa;Barcelona;SI;NO;NO;Medio;SI;Averia leve;NO;4000;20208;2;56;0
I;FUEL 2;Alta;A;Contado;0;0;Empresa;Madrid;SI;NO;NO;Medio;NO DATA;Averia muy grave;SI;7709;0;1;61;1
I;FUEL 2;Alta;A;Contado;1;1;Empresa;Barcelona;NO;NO;NO;Medio-Bajo;SI;No;NO;2048;6952;2;58;0
I;FUEL 2;Alta;A;Contado;1;1;Empresa;Albacete;NO;NO;NO;Medio-Bajo;SI;No;NO;2048;12831;2;56;0
I;FUEL 2;Alta;A;Contado;1;1;Empresa;Leon;NO;NO;NO;Alto;SI;Averia leve;NO;2048;11296;1;53;0
I;FUEL 2;Alta;A;Contado;1;1;Empresa;Barcelona;NO;NO;NO;Alto;NO DATA;No;NO;2048;0;1;45;0
I;FUEL 2;Alta;A;Contado;1;0;Empresa;Leon;NO;NO;NO;;NO DATA;No;NO;2048;0;1;29;0
I;FUEL 2;Alta;A;Contado;1;1;Empresa;Navarra;NO;NO;NO;Alto;NO DATA;No;NO;2048;0;1;50;0
I;FUEL 2;Alta;A;Contado;1;1;Empresa;Madrid;NO;NO;NO;Alto;NO DATA;No;NO;2048;0;2;61;0
I;FUEL 2;Alta;A;Otros;1;1;Empresa;La Rioja;NO;NO;NO;Alto;NO DATA;Averia leve;NO;2048;0;0;41;0
I;FUEL 2;Alta;A;Contado;1;1;Empresa;Madrid;NO;NO;NO;Medio;NO DATA;No;NO;2048;0;1;38;0
I;FUEL 2;Alta;A;Financiera Marca;0;0;Funcionario;Alicante;NO;NO;SI;Alto;NO DATA;No;NO;2883;0;0;30;0
I;FUEL 2;Alta;A;Financiera Marca;0;0;Empresa;Gerona;NO;NO;SI;;NO DATA;No;NO;2883;0;1;62;0
I;FUEL 2;Alta;A;Financiera Marca;1;1;Empresa;Salamanca;SI;NO;SI;;NO DATA;No;NO;2883;0;1;36;1
I;FUEL 2;Alta;A;Financiera Marca;1;1;Empresa;Madrid;SI;NO;SI;;NO DATA;No;NO;2048;0;1;55;0
I;FUEL 1;Alta;A;Contado;1;1;Empresa;Madrid;NO;NO;NO;Alto;SI;Averia muy grave;SI;1970;13560;1;60;0
