CODE;PRODUCTO;TIPO_CARROCERIA;COMBUSTIBLE;Potencia_;TRANS;FORMA_PAGO;ESTADO_CIVIL;GENERO;OcupaciOn;PROVINCIA;Campanna1;Campanna2;Campanna3;Zona _Renta;REV_Garantia;Averia_grave;QUEJA_CAC;EDAD_COCHE;COSTE_VENTA;km_anno;Mas_1_coche;Revisiones;Edad Cliente;Tiempo
CLI8123;B;TIPO6;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Madrid;SI;NO;NO;Alto;SI;Averia muy grave;SI;6.67;5015;34059;0;4;44;0
CLI8145;B;TIPO6;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Vizcaya;NO;NO;NO;Medio;SI;No;NO;6.18;7248;31825;1;2;56;9
CLI8297;B;TIPO6;FUEL 1;Media;M;Financiera Marca;CASADO;M;Funcionario;Las Palmas;SI;NO;NO;Otros;SI;No;NO;8.03;2288;4524;1;5;57;5
CLI8343;B;TIPO6;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Guadalajara;NO;NO;NO;Medio-Bajo;SI;No;NO;8.1;1684;9106;0;6;68;0
CLI8363;B;TIPO6;FUEL 1;Media;M;Financiera Banco;CASADO;M;Empresa;Zaragoza;NO;NO;NO;Medio;SI;Averia muy grave;SI;7.93;1525;7309;0;7;55;0
CLI8375;B;TIPO6;FUEL 1;Media;M;Financiera Marca;CASADO;F;Empresa;Sevilla;NO;NO;NO;Alto;SI;No;NO;7.76;1487;24336;1;8;40;8
CLI8439;B;TIPO6;FUEL 1;Media;M;Otros;CASADO;F;Empresa;Santa Cruz de Tenerife;SI;NO;NO;Medio;SI;No;SI;7.61;4543;5741;1;7;41;7
CLI8531;B;TIPO6;FUEL 1;Media;M;Otros;CASADO;M;Empresa;Sevilla;NO;NO;NO;Medio;SI;No;NO;6.46;5084;12042;0;4;43;0
CLI8638;B;TIPO6;FUEL 1;Media;M;Contado;SOLTERO;F;Empresa;Sevilla;NO;NO;NO;Medio;SI;No;NO;6.67;5280;3371;1;3;38;8
CLI8686;B;TIPO1;FUEL 2;Media;M;Contado;SOLTERO;M;Empresa;Lerida;NO;NO;NO;Medio-Bajo;SI;No;NO;8.26;1233;11388;0;4;61;0
CLI8709;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Toledo;NO;NO;NO;Alto;SI;Averia muy grave;SI;6.93;8374;36669;0;8;57;0
CLI8756;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Funcionario;Toledo;SI;NO;NO;Alto;SI;No;SI;7.99;2324;14473;1;6;60;7
CLI8800;B;TIPO1;FUEL 2;Media;M;Otros;SOLTERO;M;Empresa;Sevilla;NO;NO;NO;Medio-Bajo;SI;No;NO;7.45;2221;21115;0;7;39;0
CLI8806;B;TIPO1;FUEL 2;Media;M;Contado;SOLTERO;F;Empresa;Malaga;SI;NO;NO;Medio;SI;No;NO;8.17;1713;10022;0;5;43;0
CLI8829;B;TIPO1;FUEL 2;Media;M;Contado;EN PAREJA;F;Empresa;Cordoba;NO;NO;NO;Medio-Bajo;SI;No;NO;8.01;1588;18138;0;4;55;0
CLI8849;B;TIPO1;FUEL 2;Media;M;Contado;SOLTERO;F;Funcionario;Lerida;SI;NO;NO;Medio-Bajo;SI;No;NO;8.2;2570;31089;0;7;41;0
CLI8850;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Barcelona;NO;NO;NO;Medio;SI;Averia muy grave;SI;8.29;1064;10028;0;5;49;0
CLI8861;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;F;Empresa;Malaga;SI;NO;NO;Medio-Bajo;SI;Averia grave;NO;8.17;2570;34635;0;8;44;0
CLI8879;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;F;Funcionario;Malaga;NO;NO;NO;Medio-Bajo;SI;Averia leve;NO;8.1;2570;40329;0;7;44;0
CLI8890;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Gerona;NO;NO;NO;Alto;SI;No;NO;8.16;1713;29402;0;4;39;0
CLI9038;B;TIPO1;FUEL 2;Media;M;Contado;SOLTERO;M;Empresa;Madrid;NO;NO;NO;Alto;SI;No;NO;8.02;2382;13068;1;7;42;7
CLI9094;B;TIPO1;FUEL 2;Media;M;Contado;SOLTERO;M;Empresa;Toledo;NO;NO;NO;Medio-Bajo;SI;Averia grave;NO;7.96;4314;10487;0;8;46;0
CLI9129;B;TIPO1;FUEL 2;Media;M;Otros;CASADO;F;Empresa;Baleares;SI;NO;NO;Medio-Bajo;SI;Averia leve;NO;7.84;3210;20674;1;7;39;9
CLI9137;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;F;Empresa;Murcia;NO;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;7.93;1588;8906;0;7;39;0
CLI9299;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;F;Empresa;Toledo;NO;NO;NO;Medio-Bajo;SI;No;NO;7.89;2324;9589;0;8;59;0
CLI9341;B;TIPO1;FUEL 2;Media;M;Otros;SOLTERO;F;Empresa;Pontevedra;NO;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;7.6;3325;8164;0;5;54;0
CLI9343;B;TIPO1;FUEL 2;Media;M;Contado;SOLTERO;F;Empresa;Baleares;SI;NO;NO;Medio;SI;No;NO;7.05;2736;12004;0;5;45;0
CLI9347;B;TIPO1;FUEL 2;Media;M;Otros;SOLTERO;F;Empresa;Valladolid;NO;NO;NO;Medio-Bajo;SI;No;NO;7.6;3331;32772;1;9;48;6
CLI9447;B;TIPO1;FUEL 2;Media;M;Otros;SOLTERO;F;Empresa;Sevilla;NO;NO;NO;Medio;SI;No;NO;7.27;1588;18325;0;5;51;0
CLI9540;B;TIPO1;FUEL 2;Media;M;Contado;SOLTERO;F;Empresa;Murcia;SI;NO;NO;Medio-Bajo;SI;No;NO;7.3;318;22943;0;7;38;0
CLI9597;B;TIPO1;FUEL 2;Media;M;Otros;CASADO;F;Empresa;Madrid;NO;NO;NO;Alto;SI;No;NO;7.43;1428;19503;1;7;53;7
CLI9617;B;TIPO1;FUEL 2;Media;M;Otros;CASADO;F;Empresa;Sevilla;NO;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;7.43;1921;15970;0;4;48;0
CLI9637;B;TIPO1;FUEL 2;Media;M;Financiera Banco;SOLTERO;M;Empresa;Lacoruna;SI;SI;NO;Medio-Bajo;SI;No;SI;6.84;3790;17280;0;4;47;0
CLI9799;B;TIPO1;FUEL 2;Media;M;Financiera Banco;OTROS;F;Funcionario;Malaga;NO;NO;NO;Medio;SI;Averia muy grave;SI;7.16;2664;13484;0;4;39;0
CLI9809;B;TIPO1;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Malaga;SI;NO;NO;Medio-Bajo;SI;No;SI;7.18;2404;34339;1;6;62;5
CLI9848;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;Medio;SI;No;SI;6.38;3684;22509;0;4;45;0
CLI9924;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;F;Empresa;Granada;NO;NO;NO;Alto;SI;No;SI;7.09;2664;29610;1;4;42;10
CLI9929;B;TIPO1;FUEL 2;Media;M;Otros;SOLTERO;M;Empresa;Madrid;NO;NO;NO;Medio;SI;No;NO;7.01;2637;23303;0;5;47;0
CLI9966;B;TIPO1;FUEL 2;Media;M;Financiera Banco;SOLTERO;M;Empresa;Salamanca;NO;NO;NO;Medio-Bajo;SI;No;NO;6.72;3343;7420;0;3;57;0
CLI9995;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Vizcaya;NO;NO;NO;Medio-Bajo;SI;No;NO;6.51;6671;40662;0;7;52;0
CLI10066;B;TIPO1;FUEL 1;Media;M;Contado;SOLTERO;M;Empresa;Alava;NO;NO;NO;Medio-Bajo;SI;No;NO;8.26;1532;32055;0;1;38;0
CLI10118;B;TIPO1;FUEL 1;Media;M;Otros;CASADO;F;Empresa;Sevilla;NO;NO;NO;Alto;SI;No;NO;7.6;2156;7161;0;3;59;0
CLI10147;B;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;Alto;SI;Averia muy grave;SI;8.2;1525;10783;0;7;62;0
CLI10149;B;TIPO1;FUEL 1;Media;M;Contado;SOLTERO;M;Empresa;Valencia;SI;NO;NO;Medio;SI;No;NO;8.27;1233;8366;0;4;60;0
CLI10254;B;TIPO1;FUEL 1;Media;M;Financiera Marca;SOLTERO;M;Funcionario;Valladolid;NO;NO;NO;Medio;SI;Averia grave;NO;7.91;2230;10954;0;7;62;0
CLI10318;B;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Guipuzcua;NO;NO;NO;Medio;SI;No;NO;8.18;1684;7609;0;8;37;0
CLI10376;B;TIPO1;FUEL 1;Media;M;Contado;OTROS;F;Funcionario;Malaga;NO;NO;NO;Alto;SI;Averia grave;NO;8.17;1996;14034;0;5;52;0
CLI10378;B;TIPO1;FUEL 1;Media;M;Contado;SOLTERO;F;Empresa;Baleares;NO;NO;NO;Alto;SI;No;NO;7.6;2686;4739;0;5;43;0
CLI10398;B;TIPO1;FUEL 1;Media;M;Contado;OTROS;M;Empresa;Barcelona;NO;NO;NO;Alto;SI;No;NO;7.93;2261;5314;1;5;37;5
CLI10493;B;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Murcia;NO;NO;NO;Alto;SI;No;SI;8.0;1525;5502;1;7;49;4
CLI10496;B;TIPO1;FUEL 1;Media;M;Contado;SOLTERO;F;Empresa;Santa Cruz de Tenerife;NO;NO;NO;Alto;SI;No;NO;7.71;2134;13860;1;5;46;6
CLI10523;B;TIPO1;FUEL 1;Media;M;Contado;SOLTERO;F;Empresa;Gerona;NO;NO;NO;Otros;SI;Averia muy grave;SI;7.97;1814;10972;0;7;60;0
CLI10554;B;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Funcionario;Santa Cruz de Tenerife;NO;NO;NO;Alto;SI;No;NO;7.93;4220;13054;1;4;45;8
CLI10627;B;TIPO1;FUEL 1;Media;M;Contado;SOLTERO;M;Empresa;Granada;SI;NO;NO;Medio;SI;No;NO;7.93;1525;15726;0;5;59;0
CLI10667;B;TIPO1;FUEL 1;Media;M;Otros;SOLTERO;F;Funcionario;Valladolid;NO;NO;NO;Alto;SI;Averia muy grave;SI;7.76;2629;14380;0;4;40;0
CLI10787;B;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Funcionario;Valencia;NO;NO;NO;Alto;SI;No;NO;6.84;1875;8052;0;4;46;0
CLI10799;B;TIPO1;FUEL 1;Media;M;Otros;SOLTERO;F;Empresa;Sevilla;NO;NO;NO;Medio;SI;No;NO;7.28;1220;22426;0;4;54;0
CLI10820;B;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Guadalajara;NO;NO;NO;Alto;SI;No;NO;7.6;1925;14309;1;5;50;6
CLI10899;B;TIPO1;FUEL 1;Media;M;Otros;CASADO;M;Empresa;Madrid;NO;NO;NO;Medio;SI;Averia muy grave;SI;7.41;1373;12327;0;6;59;0
CLI10920;B;TIPO1;FUEL 1;Media;M;Contado;SOLTERO;M;Empresa;Gerona;NO;NO;NO;Alto;SI;No;NO;6.77;5244;37865;1;4;48;8
CLI10938;B;TIPO1;FUEL 1;Media;M;Contado;SOLTERO;M;Empresa;Madrid;NO;NO;NO;Medio;SI;Averia muy grave;SI;6.93;1351;12989;0;7;52;0
CLI10963;B;TIPO1;FUEL 1;Media;M;Contado;OTROS;M;Empresa;Asturias;NO;NO;NO;Medio-Bajo;SI;No;NO;7.28;2366;7966;0;6;49;0
CLI10988;B;TIPO1;FUEL 1;Media;M;Contado;SOLTERO;M;Empresa;Albacete;NO;NO;NO;Alto;SI;No;NO;6.88;1875;5942;1;3;47;5
CLI11045;B;TIPO1;FUEL 1;Media;M;Contado;CASADO;F;Empresa;Madrid;NO;NO;NO;Medio;SI;No;NO;7.36;3549;13360;1;3;43;8
CLI11120;B;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Autonomo;Valencia;SI;NO;NO;Medio-Bajo;SI;No;NO;6.89;1351;5748;0;3;53;0
CLI11138;B;TIPO1;FUEL 1;Media;M;Financiera Banco;EN PAREJA;F;Funcionario;Santa Cruz de Tenerife;SI;NO;NO;Medio-Bajo;SI;No;NO;6.19;4164;3106;0;5;47;0
CLI11248;B;TIPO6;FUEL 2;Media;M;Contado;SOLTERO;M;Empresa;Alicante;NO;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;8.22;1525;6437;0;4;62;0
CLI11251;B;TIPO6;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Madrid;SI;NO;NO;Medio;SI;Averia muy grave;SI;8.29;1233;4945;0;4;56;0
CLI11284;B;TIPO6;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Granada;SI;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;8.17;1684;8132;0;5;58;0
CLI11424;B;TIPO6;FUEL 1;Alta;M;Contado;CASADO;M;Empresa;Alicante;NO;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;7.37;2134;24514;0;7;48;0
CLI11484;B;TIPO6;FUEL 2;Media;M;Contado;SOLTERO;F;Funcionario;Alava;NO;NO;NO;Medio;SI;Averia leve;NO;5.67;4111;26945;0;3;40;0
CLI11508;B;TIPO6;FUEL 2;Media;M;Financiera Banco;CASADO;M;Empresa;Navarra;NO;NO;NO;Medio;SI;Averia muy grave;SI;5.67;2808;8321;0;4;39;0
CLI11536;B;TIPO6;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Madrid;SI;SI;NO;Medio;SI;No;SI;5.74;2808;21705;0;5;55;0
CLI11552;B;TIPO6;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Burgos;SI;NO;NO;Medio-Bajo;SI;No;NO;5.59;5040;12886;0;4;61;0
CLI11574;B;TIPO6;FUEL 2;Media;M;Contado;SOLTERO;M;Empresa;Murcia;NO;SI;NO;Medio-Bajo;SI;No;NO;5.45;5592;16746;0;2;50;0
CLI11588;B;TIPO6;FUEL 1;Media;M;Contado;OTROS;M;Empresa;Cordoba;NO;NO;NO;Medio-Bajo;SI;No;NO;5.92;4092;7775;0;4;39;0
CLI11613;B;TIPO6;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Madrid;SI;NO;NO;Alto;SI;Averia muy grave;SI;6.11;3319;24860;1;4;57;10
CLI11645;B;TIPO6;FUEL 1;Media;M;Contado;CASADO;F;Empresa;Barcelona;NO;NO;NO;Medio-Bajo;SI;No;NO;5.82;4092;25688;0;3;37;0
CLI11666;B;TIPO1;FUEL 1;Alta;M;Financiera Banco;SOLTERO;M;Empresa;Cadiz;SI;NO;NO;Alto;SI;No;SI;7.68;1268;12663;0;5;54;0
CLI11795;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;F;Empresa;Asturias;NO;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;8.06;2199;23467;0;4;49;0
CLI11900;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;F;Empresa;Barcelona;NO;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;7.78;3116;20447;0;7;54;0
CLI11913;B;TIPO1;FUEL 2;Media;M;Otros;SOLTERO;M;Empresa;Vizcaya;NO;NO;NO;Alto;SI;Averia leve;SI;7.52;3032;15075;0;5;58;0
CLI12156;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Barcelona;SI;NO;NO;Medio;SI;Averia muy grave;SI;6.26;1124;16808;0;5;59;0
CLI12244;B;TIPO1;FUEL 1;Alta;M;Contado;CASADO;F;Empresa;Alicante;NO;NO;NO;Medio;SI;No;SI;7.31;5686;7087;1;3;55;9
CLI12247;B;TIPO1;FUEL 1;Alta;M;Contado;CASADO;F;Empresa;Madrid;NO;NO;NO;Alto;SI;No;SI;6.93;3599;16849;1;5;49;9
CLI12338;B;TIPO1;FUEL 1;Alta;M;Contado;SOLTERO;M;Empresa;Teruel;SI;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;7.37;1373;6815;0;7;50;0
CLI12343;B;TIPO1;FUEL 1;Alta;M;Contado;CASADO;M;Empresa;Santa Cruz de Tenerife;NO;NO;NO;Medio-Bajo;SI;No;NO;7.26;4038;11386;0;7;48;0
CLI12437;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Madrid;SI;NO;NO;Alto;SI;No;NO;5.26;4352;23352;1;2;27;6
CLI12504;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;F;Empresa;Madrid;SI;NO;NO;Medio;SI;Averia muy grave;SI;5.84;1685;26986;0;3;40;0
CLI12542;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;F;Empresa;Barcelona;NO;NO;NO;Alto;SI;No;SI;5.63;2808;11205;1;4;40;7
CLI12544;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;Medio;SI;No;NO;5.13;3432;8067;0;4;58;0
CLI12573;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Cordoba;NO;NO;NO;Medio-Bajo;SI;Averia leve;NO;5.09;3432;13845;0;2;53;0
CLI12593;B;TIPO1;FUEL 2;Media;M;Financiera Banco;SOLTERO;F;Empresa;Gerona;SI;SI;NO;Otros;SI;No;NO;5.63;2808;21512;0;4;40;0
CLI12637;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Barcelona;SI;NO;NO;Alto;SI;No;NO;5.42;2808;15851;1;5;48;8
CLI12638;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Barcelona;SI;NO;NO;Medio;SI;Averia leve;NO;5.53;2808;14755;0;4;45;0
CLI12656;B;TIPO1;FUEL 2;Media;M;Financiera Banco;SOLTERO;F;Empresa;Lacoruna;SI;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;5.26;3432;15685;0;3;57;0
CLI12668;B;TIPO1;FUEL 1;Media;M;Contado;SOLTERO;M;Empresa;Vizcaya;NO;NO;NO;Medio-Bajo;SI;No;NO;6.67;1351;6825;0;4;58;0
CLI12695;B;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Alicante;SI;NO;NO;Alto;SI;No;NO;6.01;3884;12990;0;6;49;0
CLI12843;B;TIPO1;FUEL 1;Media;M;Contado;SOLTERO;F;Funcionario;La Rioja;NO;NO;NO;Medio;SI;No;NO;6.3;2514;5743;1;4;61;5
CLI12850;B;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Barcelona;SI;NO;NO;Alto;SI;No;NO;6.01;6654;6389;1;4;60;10
CLI12899;B;TIPO6;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Madrid;SI;NO;NO;Medio;SI;Averia muy grave;SI;4.79;3651;13065;0;2;53;0
CLI12940;B;TIPO6;FUEL 1;Media;M;Financiera Banco;SOLTERO;M;Empresa;Cordoba;NO;NO;NO;Medio;SI;No;NO;4.98;6097;7860;1;4;44;9
CLI12969;B;TIPO6;FUEL 1;Media;M;Contado;CASADO;M;Funcionario;Orense;NO;SI;NO;Medio-Bajo;SI;No;NO;4.9;4433;11157;0;3;37;0
CLI12982;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Barcelona;NO;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;5.8;0;21852;0;5;37;0
CLI13058;B;TIPO1;FUEL 2;Media;M;Financiera Banco;OTROS;F;Empresa;Teruel;SI;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;5.37;4212;50470;1;4;54;7
CLI13068;B;TIPO1;FUEL 2;Media;M;Financiera Banco;CASADO;M;Empresa;Pontevedra;SI;SI;NO;Medio-Bajo;SI;No;NO;5.22;3432;17553;0;2;59;0
CLI13141;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Teruel;SI;NO;NO;Medio-Bajo;SI;Averia grave;NO;4.53;3651;26368;0;2;60;0
CLI13151;B;TIPO1;FUEL 2;Media;M;Financiera Banco;EN PAREJA;M;Empresa;Madrid;SI;NO;NO;Alto;SI;Averia grave;NO;4.52;8236;30669;1;2;45;10
CLI13200;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;F;Empresa;Barcelona;SI;NO;NO;Alto;SI;No;NO;4.82;3651;2972;0;4;56;0
CLI13205;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Pontevedra;NO;NO;NO;Alto;SI;No;NO;4.34;3042;5524;1;3;43;6
CLI13227;B;TIPO1;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Madrid;NO;SI;NO;Alto;SI;Averia muy grave;SI;4.0;5603;20450;0;4;54;0
CLI13231;B;TIPO1;FUEL 2;Media;M;Otros;SOLTERO;F;Funcionario;Malaga;NO;SI;NO;Alto;SI;No;NO;4.71;3651;4245;0;2;40;0
CLI13239;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Madrid;SI;NO;NO;Alto;SI;Averia leve;NO;4.8;3651;24417;1;2;59;10
CLI13257;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;F;Empresa;Palencia;NO;NO;NO;Alto;SI;No;NO;4.55;3651;12772;0;3;51;0
CLI13267;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;F;Empresa;Barcelona;NO;NO;NO;Medio-Bajo;SI;Averia leve;NO;4.59;3651;24260;0;2;57;0
CLI13273;B;TIPO1;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Madrid;NO;NO;NO;Alto;SI;Averia grave;NO;4.42;4107;21130;1;2;57;10
CLI13335;B;TIPO1;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Madrid;SI;SI;NO;Alto;SI;No;NO;3.92;8597;34281;1;3;52;6
CLI13357;B;TIPO1;FUEL 2;Media;M;Contado;SOLTERO;F;Empresa;Teruel;NO;SI;NO;Medio-Bajo;SI;No;NO;4.42;3042;14819;0;3;42;0
CLI13364;B;TIPO1;FUEL 2;Media;M;Otros;CASADO;F;Empresa;Granada;NO;NO;NO;Medio-Bajo;SI;No;NO;4.19;4867;17165;0;3;59;0
CLI13378;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;F;Empresa;Barcelona;SI;NO;NO;Alto;SI;Averia muy grave;SI;4.34;4563;20364;0;4;51;0
CLI13384;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;F;Empresa;Barcelona;NO;SI;NO;Medio-Bajo;SI;No;NO;4.35;4563;28114;0;4;43;0
CLI13410;B;TIPO1;FUEL 2;Media;M;Contado;EN PAREJA;M;Empresa;Cuenca;NO;NO;NO;Medio-Bajo;SI;Averia leve;SI;4.17;4867;17905;0;3;49;0
CLI13428;B;TIPO1;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Madrid;NO;NO;NO;Medio;SI;No;NO;4.13;4867;24494;0;3;39;0
CLI13433;B;TIPO1;FUEL 2;Media;M;Financiera Marca;SOLTERO;M;Funcionario;Cordoba;NO;NO;NO;Medio;SI;Averia leve;NO;4.26;8597;43766;1;3;60;6
CLI13444;B;TIPO1;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Asturias;NO;NO;NO;Medio-Bajo;SI;No;NO;4.1;5732;18731;0;2;30;0
CLI13448;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;F;Empresa;Madrid;NO;SI;NO;Medio;SI;No;SI;4.09;4867;16282;0;2;51;0
CLI13453;B;TIPO1;FUEL 2;Media;M;Contado;SOLTERO;M;Empresa;Barcelona;NO;NO;NO;Alto;SI;Averia grave;NO;4.01;4867;19451;0;4;59;0
CLI13481;B;TIPO1;FUEL 2;Media;M;Financiera Marca;CASADO;F;Empresa;Madrid;NO;NO;NO;Alto;SI;Averia muy grave;SI;4.1;5732;21801;0;2;47;0
CLI13487;B;TIPO1;FUEL 2;Media;M;Financiera Marca;CASADO;F;Empresa;Valencia;NO;NO;NO;Medio;SI;No;NO;4.07;5732;15169;0;2;49;0
CLI13565;B;TIPO1;FUEL 1;Media;M;Financiera Banco;CASADO;M;Empresa;Santa Cruz de Tenerife;NO;NO;NO;Alto;SI;No;SI;5.44;4877;18809;1;4;41;10
CLI13592;B;TIPO1;FUEL 1;Media;M;Contado;CASADO;F;Empresa;Barcelona;SI;NO;NO;Medio;SI;No;NO;5.67;2699;12312;0;5;39;0
CLI13639;B;TIPO1;FUEL 1;Media;M;Contado;SOLTERO;M;Empresa;Madrid;NO;NO;NO;Medio;SI;No;NO;4.71;3513;22525;0;4;57;0
CLI13726;B;TIPO1;FUEL 1;Media;M;Contado;CASADO;F;Funcionario;Madrid;NO;NO;NO;Alto;SI;No;NO;4.18;4683;12149;1;3;56;9
CLI13732;B;TIPO1;FUEL 1;Media;M;Otros;CASADO;F;Empresa;Guipuzcua;NO;NO;NO;Medio-Bajo;SI;No;NO;4.84;3513;9472;0;2;38;0
CLI13737;B;TIPO1;FUEL 1;Media;M;Financiera Marca;CASADO;M;Empresa;Santa Cruz de Tenerife;NO;NO;NO;Medio;SI;No;SI;4.88;3513;25992;0;2;43;0
CLI13798;B;TIPO1;FUEL 1;Media;M;Otros;CASADO;M;Empresa;Madrid;NO;NO;NO;Alto;SI;No;NO;4.4;3220;22898;1;3;60;9
CLI13820;B;TIPO1;FUEL 1;Media;M;Otros;CASADO;M;Empresa;Zamora;NO;NO;NO;Medio-Bajo;SI;No;NO;4.58;3513;12621;0;4;59;0
CLI13845;B;TIPO1;FUEL 1;Media;M;Otros;CASADO;F;Empresa;Barcelona;SI;NO;NO;Medio-Bajo;SI;No;NO;4.36;4683;10951;0;3;61;0
CLI13848;B;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Barcelona;NO;NO;NO;Alto;SI;No;NO;4.43;3220;3762;0;2;41;0
CLI13873;B;TIPO1;FUEL 1;Media;M;Contado;CASADO;F;Empresa;Tarragona;SI;NO;NO;Medio;SI;No;NO;4.34;4683;10365;0;3;37;0
CLI13952;B;TIPO6;FUEL 1;Media;M;Financiera Marca;CASADO;M;Empresa;Zaragoza;SI;NO;NO;Medio;SI;Averia grave;NO;3.87;2615;9107;0;4;56;0
CLI14014;B;TIPO6;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Barcelona;SI;NO;NO;Alto;SI;No;NO;3.56;3453;12511;1;3;56;8
CLI14036;B;TIPO6;FUEL 1;Media;M;Financiera Marca;CASADO;M;Empresa;Zaragoza;SI;NO;NO;Medio;SI;No;NO;3.42;2615;13317;0;2;43;0
CLI14077;B;TIPO6;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Madrid;SI;NO;NO;Medio;SI;Averia grave;SI;3.27;1750;29869;0;2;45;0
CLI14078;B;TIPO6;FUEL 1;Media;M;Otros;SOLTERO;M;Empresa;Lacoruna;SI;NO;NO;Alto;SI;No;NO;3.31;3453;4740;1;2;59;6
CLI14116;B;TIPO6;FUEL 1;Media;M;Financiera Marca;CASADO;F;Empresa;Toledo;SI;NO;NO;Alto;SI;No;NO;3.02;2464;25122;0;1;62;0
CLI14121;B;TIPO6;FUEL 1;Media;M;Financiera Marca;CASADO;M;Funcionario;Cantabria;SI;NO;NO;Medio;SI;No;NO;3.17;2464;7991;0;2;52;0
CLI14128;B;TIPO6;FUEL 1;Media;M;Otros;CASADO;M;Empresa;Madrid;NO;NO;NO;Alto;SI;Averia muy grave;SI;3.13;1750;22478;1;2;58;8
CLI14154;B;TIPO6;FUEL 1;Media;M;Financiera Marca;CASADO;F;Empresa;Granada;SI;NO;NO;Medio-Bajo;SI;No;NO;2.79;2160;13468;0;2;46;0
